catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,state,district,observedInMonth
17730574,Bharat Ravat,"4GM5+26 Sandhbeda, Gujarat, India",,17/09/2022,/24b58fed-7d45-4b6d-beef-27cf5b6b8b63/d363616beb1740ba9c31827d6f69443d.jpg,21.1326,70.5081,16/09/2022,species,Papilio demoleus Linnaeus 1758,Lime Butterfly:English,GUJARAT,Gir Somnath,September
354867,Thomas Vattakaven,"Mordham Dam and Reservoir., Maharashtra 441502",,30/09/2014,/17155798-ba35-46c6-9c2f-1f85ebe19d32/590.JPG,21.13313293,79.04579926,19/09/2014,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,MAHARASHTRA,Nagpur,September
17671211,Bharat Ravat,"4GP4+9C Sandhbeda, Gujarat, India",,06/09/2022,/9af1c1b9-daed-485c-aa62-36e98ffaae47/759f3fa6a0354136b2b3ecb532fe06b3.jpg,21.1359,70.5061,01/09/2022,species,Acraea violae Fabricius 1775,Tawny Coster:English,GUJARAT,Gir Somnath,September
17716559,Bharat Ravat,"4GP3+CW Sandhbeda, Gujarat, India",,13/09/2022,/b3cd0e08-034e-42d3-b218-6b54a2d184af/d5c8c6962f5c4e13af4d09207b4d035f.jpg,21.1361,70.5048,12/09/2022,species,Rapala iarbus (Fabricius 1787),Common Red Flash:English,GUJARAT,Gir Somnath,September
17094347,Dharmendra Padhiyar,"4QVJ+9F6, Vesu, Surat, Gujarat 395007",,18/01/2022,/9af0589b-9f2e-4924-bb81-ae8b84d2ed23/2837e97bb27e4895a9c9e3435219bf4c.jpg,21.1434099,72.7811485,14/09/2020,species,Papilio demoleus Linnaeus 1758,Lime Swallowtail:English,GUJARAT,Surat,September
17607297,Ankush Gajbhiye,"Mauda, Maharashtra 441104, India",,29/07/2022,/0edf6bce-5046-4a47-a2d0-c6a01342ea5f/5b9e4cf108304e36aa90ef8b946d217d.jpg,21.146112,79.4042712,08/09/2018,species,Melanitis leda Linnaeus 1758,Common Evening Brown:English,MAHARASHTRA,Nagpur,September
17722767,Bharat Ravat,"Sasan Gir, Gujarat 362135, India",,15/09/2022,/917a9b07-c47a-4671-a436-835713c0a8e6/8d1e1cf5ace8422d86506b74c8aa053c.JPG,21.170602,70.5963974,30/09/2018,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,GUJARAT,Gir Somnath,September
17722440,Bharat Ravat,"Sasan Gir, Gujarat 362135, India",,15/09/2022,/051b764a-436b-4608-88fd-44028853e485/d3a4dd77aa24439584d2626a01ac9871.JPG,21.170602,70.5963974,25/09/2018,genus,Tarucus,,GUJARAT,Gir Somnath,September
327401,Konark Patel,"Surat, Gujarat, India",,01/09/2013,/703731bb-b44b-4388-b62d-b2556a48450b/961.jpg,21.19499969,72.81944275,01/09/2013,species,Tajuria cippus (Fabricius 1798),Peacock Royal:English,GUJARAT,Surat,September
16708724,Pradeep Chaudhary ,"Sector 6, Bhilai, Chhattisgarh",,14/09/2021,/07d21f97-8067-433b-8ceb-e8bb99da3560/b78e587efad44cfa9e265218fa718c3b.jpg,21.1952894,81.3465805,11/09/2021,species,Chilades lajus,Lime Blue:English,CHATTISGARH,Durg,September
15592929,nehabansod1502@gmail.com,"Unnamed Road, Padum Nagar, Bhilai Marshalling Yard, Bhilai, Chhattisgarh 490025, India",,15/09/2020,/58a4d12e-2736-4ed9-acab-96ca1714a351/19192.jpg,21.21449897,81.44268397,11/09/2020,species,Moduza procris,Commander:English,CHATTISGARH,Durg,September
16728425,Avinash mourya,"Charoda, Bhilai Marshalling Yard, Bhilai, Chhattisgarh 490025",,17/09/2021,/16122053-7574-4abc-9c00-ac09338007ab/9ecbe44a28c8421789fe43cecd4bbff5.jpg,21.2318315,81.4581101,04/09/2021,species,Ariadne ariadne Linnaeus 1763,,CHATTISGARH,Durg,September
1815925,Ramjee,"Semariya-2, Chhattisgarh, India",,01/10/2018,/30c3cd7b-986d-4b49-85b2-f9f5e3964e0e/263.jpeg,21.30249786,81.75699615,30/09/2018,species,Papilio polytes Linnaeus 1758,Common Mormon:English,CHATTISGARH,Raipur,September
15652941,Revan yogesh chaudhari,"Jalgaon, Maharashtra 425127, India",,16/09/2020,/bd6c4ee0-2cab-4d68-890b-8c2266796e31/20871.jpg,21.3086267,75.5605906,12/09/2020,species,Leptotes plinius Fabricius 1793,Zebra Blue:English,MAHARASHTRA,Jalgaon,September
15652901,Revan yogesh chaudhari,"Jalgaon, Maharashtra 425127, India",,16/09/2020,/4d4a84c5-9df4-4063-bc5f-3e56378a3ac4/20867.jpg,21.3086267,75.5605906,12/09/2020,species,Euploea core Cramer 1780,Common Crow:English,MAHARASHTRA,Jalgaon,September
16503864,Dharmendra Padhiyar,"A-45, Station Rd, Manipuspak Society, Sayan, Gujarat 394130, India",,12/07/2021,/2daf14e0-6e9a-46ab-af4e-612973a435da/c5a12e41133c498abc04b0ecdb4a35a5.jpg,21.3166,72.8778,24/09/2016,species,Curetis thetis (Drury (1773)),Indian Sunbeam:English,GUJARAT,Surat,September
16952471,Dharmendra Padhiyar,"Sayan, Gujarat",,05/10/2021,/155cb27e-50a4-4dbc-ac86-142878f1309a/f8ad3f34f8ff41508bf7a7dcbee829d6.jpg,21.3199495,72.8816726,19/09/2020,species,Eurema hecabe (Linnaeus 1758),Common Grass Yellow:English,GUJARAT,Surat,September
16715522,Dharmendra Padhiyar,"Sayan, Gujarat",,16/09/2021,/119b5a88-0592-41a5-87bc-073383a9e7c2/16999f6ddf404bad9a4c332537552058.jpeg,21.3199495,72.8816726,13/09/2017,species,Delias eucharis (Drury 1773),Common Jezebel:English,GUJARAT,Surat,September
16708989,Dharmendra Padhiyar,"Sayan, Gujarat",,14/09/2021,/4e245630-80da-4b0d-b92c-c702159ffc82/587e7f6b357541faa3c3a153ff68e1ef.jpg,21.3199495,72.8816726,09/09/2021,species,Graphium agamemnon (Linnaeus 1758),Tailed Jay:English,GUJARAT,Surat,September
16954439,Dharmendra Padhiyar,"CM7J+XX2, Karanj, Gujarat 394540",,07/10/2021,/02967d44-5a2b-4311-a772-7652ec38bd02/99207feb2f164ebca553156e5fbdd68e.jpg,21.4148936,72.6824009,25/09/2021,species,Freyeria putli (Kollar 1848),Small grass jewel:English,GUJARAT,Surat,September
16953635,Dharmendra Padhiyar,"CM7J+XX2, Karanj, Gujarat 394540",,06/10/2021,/7ed3faff-bf81-4ed3-9dd6-b9053ce8c599/6de794f910d64f92a8ea85bb6f0eba46.jpg,21.4148936,72.6824009,25/09/2021,species,Hypolimnas misippus Linnaeus 1764,Danaid eggfly:English,GUJARAT,Surat,September
16953589,Dharmendra Padhiyar,"CM7J+XX2, Karanj, Gujarat 394540",,06/10/2021,/2a8606fa-b614-4a70-9709-5c6d87c4aabf/1f3fb5dd95074d1f967e0d2d8250264d.jpg,21.4148936,72.6824009,25/09/2021,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,GUJARAT,Surat,September
15675897,Vaibhav Kore,"Gondia, Maharashtra, India",,17/09/2020,/064235ac-9469-45c7-890f-a7b0ae22f8f2/21570.jpg,21.4549477,80.1960712,16/09/2020,species,Papilio polytes Linnaeus 1758,Common Mormon:English,MAHARASHTRA,Gondiya,September
15857829,Ratiya Sarman,"Ranakandorna, Gujarat 360570, India",,26/09/2020,/1dfea831-1d5c-4915-918b-11fa2ce8c30e/29819.jpg,21.6444623,69.8865431,16/09/2020,species,Catopsilia pyranthe (Linnaeus 1758),Mottled Emigrant:English,GUJARAT,Porbandar,September
17705414,Mayurika Ankur Banker,"P2GF+HPF, GNFC Twp, Bharuch, Gujarat 392012, India",,11/09/2022,/fd2606e5-cbc7-436d-a428-9069a588ac8a/f35beefd92d14178b1b0ca32550af539.jpg,21.7264286,73.0242932,09/09/2022,species,Chilades lajus,Lime Blue:English,GUJARAT,Bharuch,September
16656728,HIMANSHU BORICHA,"C/1880B, Sagwadi, Kaliyabid, Bhavnagar, Gujarat 364002, India",,02/09/2021,/ce8db0f8-5488-4086-8679-780719aaf93d/0832b2bde9274bfb9512199bc6caef19.jpg,21.7442,72.1397,19/09/2020,genus,Eurema,,GUJARAT,Bhavnagar,September
16656691,HIMANSHU BORICHA,"C1935, Kaliyabid, Bhavnagar, Gujarat 364002, India",,02/09/2021,/0b1411dc-7f7a-48fe-9d09-f3d5bcc2f37a/02ba9cbe7afb4bb9b389fc34555b9971.jpg,21.7456,72.1406,19/09/2020,species,Spindasis vulcanus (Fabricius 1775),Common Silverline:English,GUJARAT,Bhavnagar,September
17010746,ARNAB KUMAR SAMANTA,Namkhana uttar paschim para river side . West Bengal. 743357,,04/11/2021,/81f6f70f-21d8-44a7-8766-4b3f0dd37165/77eb869e176b4888980608171f12d7dc.jpg,21.75938165,88.22189238,29/09/2021,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
1830442,Dharmendra pare,"Fathehpur, Madhya Pradesh 450001, India",,23/10/2019,/d9a88ac0-65ac-4a7c-9a71-a7a002df6c45/292.jpg,21.78710599,76.3638802,23/09/2019,species,Byblia ilithyia Drury 1773,Joker:English,MADHYA PRADESH,East Nimar,September
1830416,Dharmendra pare,"Fathehpur, Madhya Pradesh 450001, India",,22/10/2019,/3815ff37-cfca-4e5c-8b93-405dcf279f44/8.jpg,21.78710599,76.3638802,30/09/2019,species,Byblia ilithyia Drury 1773,Spoted Joker:English,MADHYA PRADESH,East Nimar,September
1830489,Dharmendra pare,"Khandwa, Madhya Pradesh 450001, India",,26/10/2019,/68c4fb81-2f6d-4260-aaee-f33ba8f8105f/946.jpg,21.79119729,76.36317094,10/09/2019,species,Byblia ilithyia Drury 1773,Joker:English,MADHYA PRADESH,East Nimar,September
17684145,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,08/09/2022,,21.8380184,73.7190728,03/09/2022,species,Euploea core Cramer 1780,"Common Crow, Striped Tiger and Plain Tiger :English",GUJARAT,Narmada,September
17675745,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,07/09/2022,/326e3b66-3aeb-477e-a80a-55799bd81ee7/1204abf053b6424f884036e298e46a8d.jpg,21.8380184,73.7190728,03/09/2022,species,Euploea core Cramer 1780,Common Crow:English,GUJARAT,Narmada,September
17675734,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,07/09/2022,/aaf7574f-c1cc-4ffd-9e20-f4c759e552ad/e82e683238cf436f95d08409a842a002.JPG,21.8380184,73.7190728,03/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Narmada,September
17675697,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,07/09/2022,/7afa8aea-6143-4890-be26-e8bb727f3357/0bbd0aa18a394ce28499e25a49c3b291.jpg,21.8380184,73.7190728,03/09/2022,species,Parantica aglea Stoll 1781,Glassy Tiger:English,GUJARAT,Narmada,September
17673155,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,06/09/2022,/a6904cb1-7b02-42c9-8fb9-c4e52492129d/05691b9761054e9296891e625b026524.jpg,21.8380184,73.7190728,03/09/2022,species,Eurema laeta (Boisduval 1836),Spotless Grass-yellow:English,GUJARAT,Narmada,September
17673144,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,06/09/2022,/4eb627ad-d745-435f-a9ac-1e4590b17c29/875ebc6cd8044bb9932bf7e07b40a658.jpg,21.8380184,73.7190728,03/09/2022,species,Danaus genutia Cramer 1779,Striped Tiger:English,GUJARAT,Narmada,September
17672893,Mayurika Ankur Banker,"Sardar Sarovar Dam, Statue of Unity Rd, Kevadia, Gujarat 393155, India",,06/09/2022,/e15ab8a9-4478-4e30-9885-baf5faa03d26/50d6d2a03c4945dfa47c2a286d56368d.jpg,21.8380184,73.7190728,03/09/2022,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,GUJARAT,Narmada,September
17675799,Mayurika Ankur Banker,"Tyagi Ghat, Gora, Gujarat 393155, India",,07/09/2022,/2008548c-c547-47bb-a88a-0693dca73ec4/a4a266ec2c6b4d109c3b83cfceca2740.JPG,21.8598147,73.6913521,03/09/2022,species,Euchrysops cnejus (Fabricius 1798),Gram Blue:English,GUJARAT,Narmada,September
17675780,Mayurika Ankur Banker,"Tyagi Ghat, Gora, Gujarat 393155",,07/09/2022,/ba4134c0-dcd1-4733-a24e-443186370912/6a8637c07b54497a90596b77c4b75db5.jpg,21.8598147,73.6913521,03/09/2022,genus,Tarucus,,GUJARAT,Narmada,September
17688805,Mayurika Ankur Banker,"Gora, Gujarat 393155, India",,09/09/2022,/d47b4b67-fd28-4fd6-94c9-cafa42f72fb0/e52709b7cd0340d58f7b8bd484940920.jpg,21.8609962,73.683236,03/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Narmada,September
17652291,Sandhyarani Bindhani,"Baripada, Odisha, India",,01/09/2022,/17c2cd9c-0f75-420f-b3aa-9e6b32124c1b/45a63d901dfd4ac69c4cb4b38b9a7171.JPG,21.9319838,86.7465928,15/09/2020,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,ODISHA,Mayurbhanj,September
330964,Pramita Roy,"Barasat, West Bengal, India",,02/11/2013,/cea43817-332b-4f64-844c-6cb9f8973a91/745.jpg,22.34258652,88.14499664,27/09/2013,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,WEST BENGAL,South Twenty Four Parganas,September
16736184,Subhajit Roy,"Unnamed Road, Jhargram, West Bengal 721507, India",,19/09/2021,/89edad50-909f-4f1d-9e2e-a4e7b6e0d2b4/d98b3b3960634a7e90f9a3ca27add6ab.jpeg,22.4134604,86.97913368,10/09/2020,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,WEST BENGAL,Jhargram,September
16736167,Subhajit Roy,"Unnamed Road, Jhargram, West Bengal 721507, India",,19/09/2021,/c8212078-7778-4855-b245-001c768ff3cd/7ee7177462dc43948ebd5cebe4728d83.jpeg,22.4134604,86.97913368,10/09/2020,genus,Tarucus,,WEST BENGAL,Jhargram,September
16736149,Subhajit Roy,"Unnamed Road, Jhargram, West Bengal 721507, India",,19/09/2021,/2d61492f-195a-4121-ae44-959950a73df8/38806fe813604f0bab3b5d639d5428bf.jpeg,22.4134604,86.97913368,10/09/2020,species,Junonia hierta Fabricius 1798,Yellow Pansy:English,WEST BENGAL,Jhargram,September
16736220,Subhajit Roy,"Unnamed Road, Jhargram, West Bengal 721507, India",,19/09/2021,/cdd2af64-577c-46d8-8c4a-97aadbf9976c/80f6e6aa640f4f3cb5c55ffdd1185779.jpeg,22.4140293,86.97964819,10/09/2020,species,Spindasis vulcanus (Fabricius 1775),Common Silverline:English,WEST BENGAL,Jhargram,September
1770387,Sahanawaz Molla,"Mohan Ghosh Rd, Ramchandrapur, Narendrapur, Kolkata, West Bengal 700153, India",,21/03/2018,/5f7e9329-9f38-4d01-8363-b42c0ba9ada2/778.jpg,22.42860031,88.38826752,20/09/2017,species,Loxura atymnus (Cramer (1780)),Yamfly:null,WEST BENGAL,South Twenty Four Parganas,September
16698732,Subhajit Roy,"Shankar Rd, Chilkigarh- Jamboni Rd, Chilkigarh, West Bengal 721505",,11/09/2021,/c767ea47-7ce3-47e8-9705-b259df8fe309/94e7ecd1e3554091b9050cc877f373f4.jpeg,22.4541403,86.8816346,10/09/2020,species,Mycalesis mineus Linnaeus 1858,Dark-branded Bushbrown:English,WEST BENGAL,Jhargram,September
16736131,Subhajit Roy,"Chilkigarh, Khat Gerya, West Bengal",,19/09/2021,/ec949e78-779b-4cf2-aeee-97e5ed575338/cc95dddfdab14551b7cdf58b5f56534e.jpeg,22.45451056,86.881941,10/09/2020,species,Anthene emolus (Godart 1823),,WEST BENGAL,Jhargram,September
16735954,Subhajit Roy,"Chilkigarh, Khat Gerya, West Bengal",,19/09/2021,/1a5354c7-5c4b-455b-a787-90c16aa28482/6a3e86307d954469be94cb8567992579.jpeg,22.45451056,86.881941,10/09/2020,species,Mycalesis mineus Linnaeus 1858,Dark-branded Bushbrown:English,WEST BENGAL,Jhargram,September
16735930,Subhajit Roy,"Chilkigarh, Khat Gerya, West Bengal",,19/09/2021,/dba68877-f190-4890-9acb-d5f7a9e84f85/928ab96c41754bf4b95f42e989215de7.jpeg,22.45451056,86.881941,10/09/2020,species,Graphium antiphates (Cramer (1775)),Fivebar Swordtail:English,WEST BENGAL,Jhargram,September
16735912,Subhajit Roy,"Chilkigarh, Khat Gerya, West Bengal",,19/09/2021,/cccb59e7-144f-401b-a0c6-d37af81d52ae/d6532be0ac854d9582b50edae63189c9.jpeg,22.45451056,86.881941,10/09/2020,species,Graphium agamemnon (Linnaeus 1758),Tailed Jay:English,WEST BENGAL,Jhargram,September
15643712,Saakshi Punja,"Pachmarhi, Madhya Pradesh 461881, India",,16/09/2020,/c28f1cb6-29df-4699-ab3e-3934f1c43833/20073.jpg,22.4674463,78.4345854,15/09/2020,species,Lampides boeticus (Linnaeus 1767),Pea Blue:English,MADHYA PRADESH,Hoshangabad,September
17682630,Md Abu Imran Mallick,"Rabindra Sarovar Lake, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/142738bd-19ab-4ed9-b6e0-979e04377552/daebd4df70e6469589aae6c5ae1ae38e.jpg,22.5109511,88.3561094,07/09/2022,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
17682668,Md Abu Imran Mallick,"Rabindra Sarobar, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/a04ba132-3a99-48ee-8d82-8ee9b36bc80c/9fa6dead7a3b420ea66337f1a08b79cf.jpg,22.5121451,88.3636952,07/09/2022,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,WEST BENGAL,South Twenty Four Parganas,September
17682658,Md Abu Imran Mallick,"Rabindra Sarobar, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/75cacb1b-433c-43fa-b150-0cd3e29a4a08/97094eabeea04195a6986db472eff5a2.jpg,22.5121451,88.3636952,07/09/2022,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
17682648,Md Abu Imran Mallick,"Rabindra Sarobar, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/14bd8844-6ae4-4e3c-af9a-bcfa40498064/5516075e0ca3415eb9b7d3292a503aaf.jpg,22.5121451,88.3636952,07/09/2022,species,Catopsilia pomona (Fabricius 1775),Common Emigrant:English,WEST BENGAL,South Twenty Four Parganas,September
17682638,Md Abu Imran Mallick,"Rabindra Sarobar, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/5acedef1-16dd-4e87-9dca-a3452c5a3ef2/f7ef171374574b79a86021f3c8bc71bb.jpg,22.5121451,88.3636952,07/09/2022,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
17682161,Md Abu Imran Mallick,"Rabindra Sarobar, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/25737170-0047-48cb-a602-c5a307d5ee88/1f9ee6442bb045c5888b2c726dbc3d8b.jpg,22.5121451,88.3636952,07/09/2022,species,Appias olferna Swinhoe 1890,Eastern Striped Albatross:English,WEST BENGAL,South Twenty Four Parganas,September
17682153,Md Abu Imran Mallick,"Rabindra Sarobar, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045",,08/09/2022,/6f567420-ffc1-4dd4-8b69-07eb773ee6ca/5fe1187f5f0147b1b10404bc16324388.jpg,22.5121451,88.3636952,07/09/2022,species,Ariadne merione Cramer 1779,Common Castor:English,WEST BENGAL,South Twenty Four Parganas,September
1770377,Sahanawaz Molla,"Kavi Bharati Sarani Rd, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700045, India",,20/03/2018,/2179bc80-9c33-476b-adbe-61fadbfb488a/629.jpg,22.51223755,88.36134338,13/09/2017,species,Curetis thetis (Drury (1773)),Indian Sunbeam:English,WEST BENGAL,South Twenty Four Parganas,September
17763990,Sayak Dolai,"G975+2JM, Southern Ave, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700029",,26/09/2022,/88820195-5762-4f9b-90b7-c131f0460268/45a6ee4a3423405b8217c7b6a8bb04af.jpg,22.5125947,88.3590326,07/09/2022,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
17763972,Sayak Dolai,"G975+2JM, Southern Ave, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700029",,26/09/2022,/bf2e0e8b-3bd1-4369-86b2-93b052e3a8e4/cdcafdfb1e024523880b8d6de597fc5a.jpg,22.5125947,88.3590326,07/09/2022,species,Catopsilia pomona (Fabricius 1775),Common Emigrant:English,WEST BENGAL,South Twenty Four Parganas,September
17763956,Sayak Dolai,"G975+2JM, Southern Ave, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700029",,26/09/2022,/42b15a46-758f-4602-8837-d7566ab141eb/6f60a7fb4bd54e1fbcfc333cf0368a3e.jpg,22.5125947,88.3590326,07/09/2022,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
17763928,Sayak Dolai,"G975+2JM, Southern Ave, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700029",,26/09/2022,/299c4b49-ea0c-4f54-a682-ed7e2fc7bf05/c45880e0ef224b899094f13bb9a4f42a.jpg,22.5125947,88.3590326,07/09/2022,species,Danaus chrysippus Linnaeus 1758,Plain Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
17763916,Sayak Dolai,"G975+2JM, Southern Ave, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700029",,26/09/2022,/f603b616-cece-4781-91f2-7cafae0c084a/384c92bfe3f140f29f0b7d60d2a467ec.jpg,22.5125947,88.3590326,07/09/2022,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,WEST BENGAL,South Twenty Four Parganas,September
17763896,Sayak Dolai,"G975+2JM, Southern Ave, Dhakuria, Rabindra Sarobar, Kolkata, West Bengal 700029",,26/09/2022,/01151d66-cc95-4e6e-83a4-c523533dbce1/492b843de71f4ecfbe3c7e83f8ae6527.jpg,22.5125947,88.3590326,07/09/2022,species,Appias olferna Swinhoe 1890,Eastern Striped Albatross:English,WEST BENGAL,South Twenty Four Parganas,September
1734320,J.M.Garg,"Bracebridge, Kolkata, West Bengal",,06/10/2016,/8f221edf-9bd0-465b-8428-57b82bd59393/698.jpg,22.54513359,88.31396484,04/09/2007,species,Chilades lajus,"Lime Blue (Chilades Laius). At Bracebridge, Kolkata, India}} Category:chilades:Eng",WEST BENGAL,South Twenty Four Parganas,September
1734318,J.M.Garg,"Bracebridge, Kolkata, West Bengal",,06/10/2016,/18a5ba80-8cbb-4b48-8956-ce072edf062f/400.jpg,22.54513359,88.31396484,04/09/2007,species,Graphium agamemnon (Linnaeus 1758),"Tailed Jay (Graphium Agamemnon). At Bracebridge, Kolkata, India}} Category:graphium:Eng",WEST BENGAL,South Twenty Four Parganas,September
1734316,J.M.Garg,"Bracebridge, Kolkata, West Bengal",,06/10/2016,/db328830-af33-437e-980c-f1f8d2c09068/787.jpg,22.54513359,88.31396484,04/09/2007,species,Hypolimnas bolina Linnaeus 1758,"Great Eggfly (Hypolimnas Bolina)(Male). At Bracebridge, Kolkata, India}} Category:hypolimnas:Eng",WEST BENGAL,South Twenty Four Parganas,September
1734313,J.M.Garg,"Bracebridge, Kolkata, West Bengal",,06/10/2016,/34c4a866-2e82-4df2-92fa-3f07121e9461/79.jpg,22.54513359,88.31396484,04/09/2007,species,Moduza procris,"Commander (Moduza Procris) . At Bracebridge, Kolkata, India}} Category:moduza:Eng",WEST BENGAL,South Twenty Four Parganas,September
1734310,J.M.Garg,"Bracebridge, Kolkata, West Bengal",,06/10/2016,/316d79db-30de-47e5-bd2c-61e3d88ed154/359.jpg,22.54513359,88.31396484,04/09/2007,species,Tirumala limniace (Cramer 1775),,WEST BENGAL,South Twenty Four Parganas,September
17656126,Rathod Ankita Rameshbhai ,"Vallabh Vidyanagar, Anand, Gujarat, India",,02/09/2022,/72369123-79c4-43d3-8da5-615871bdfa08/0faebb7433854f58a7fc8ebbd8ba394d.jpg,22.5459097,72.9293944,01/09/2022,species,Papilio polytes Linnaeus 1758,Common Mormon:English,GUJARAT,Anand,September
17681919,Md Abu Imran Mallick,"Majerhat, West Bengal 700135, India",,08/09/2022,/818bf079-bbe9-4ed8-acf6-15b827d4dba0/003007353be84d9f84b704728b5a0386.jpg,22.5510399,88.5782726,07/09/2022,species,Junonia atlites Linnaeus 1763,Gray Pansy:English,WEST BENGAL,South Twenty Four Parganas,September
17681909,Md Abu Imran Mallick,"Majerhat, West Bengal 700135, India",,08/09/2022,/5eda09b5-c16f-4a61-b869-743dfd894198/3054094a8f6b4e949bc75f8fb9bf3e14.jpg,22.5510399,88.5782726,07/09/2022,species,Tirumala limniace (Cramer 1775),Blue Tiger:English,WEST BENGAL,South Twenty Four Parganas,September
